EstName,PhoneNoEst,EMail,OWNER,MailAddr1,MailAddr2,MailCity,MailZip,EstType1,Description,Location 1
ROLF'S HOUSE OF SPUTNIKS,811 LAUKAPU STREET,HILO,(808)961-2066,,"TAKA ARAGAKI, INC.",501 POHAKULANI STREET,96720,TAKE OUT (RESTAURANT),,"811 LAUKAPU STREET
HILO, HAWAII 96720
(19.706657301464134, -155.06709124558174)"
PIZZA HUT #34-KAWAILANI DELCO,2200 KINOOLE STREET,HILO,(808)959-4990,,"HAWAII PIZZA HUT, INC.","560 N. NIMITZ HIGHWAY, SUITE 207",96817,TAKE OUT (RESTAURANT),,"2200 KINOOLE STREET
HILO, HAWAII 96817
(19.6842911625954, -155.06907874726647)"
PIZZA ALA SLICE,"111 E. PUAINAKO STREET, #575",HILO,(808)959-2700,,KYUHO KANG,"111 E. PUAINAKO STREET, #575",96720,TAKE OUT (RESTAURANT),,"111 E. PUAINAKO STREET, #575
HILO, HAWAII 96720
(19.69531787892684, -155.0638680989685)"
TARGET STORES INC.,391 E. MAKAALA STREET,HILO,(808)339-0338,,TARGET CORP.,391 E. MAKAALA STREET,96720,TAKE OUT (RESTAURANT),,"391 E. MAKAALA STREET
HILO, HAWAII 96720
(19.699508657446433, -155.05877523248708)"
"SUM LEUNG CHINESE KITCHEN, INC.","50 E. PUAINAKO STREET, #106",HILO,(808)959-6025,,SHUN NUEN LEUNG,"50 E. PUAINAKO STREET, #106",96720,TAKE OUT (RESTAURANT),,"50 E. PUAINAKO STREET, #106
HILO, HAWAII 96720
(19.69497510830348, -155.06632682185682)"
SOONTAREE'S DELI,"14 W. LANIKAULA STREET, #104",HILO,(808)969-9900,,SOONTAREE GERVAIS,P.O. BOX 6333,96720,TAKE OUT (RESTAURANT),,"14 W. LANIKAULA STREET, #104
HILO, HAWAII 96720
(19.706918104852605, -155.07549990655568)"
XPRESSO COFFEE TEA & DELI,111 EAST PUAINAKO STREET,HILO,(808)959-7881,,Y.P.C.L. CORP.,"1263 KILAUEA AVENUE,, #282",96720,TAKE OUT (RESTAURANT),,"111 EAST PUAINAKO STREET
HILO, HAWAII 96720
(19.69531787892684, -155.0638680989685)"
"THE ISLES CAFÉ, L.L.C.",93 LIHIWAI STREET,HILO,(808)969-3434,,JAN N. KIM,1035 LAULIMA WAY,96720,TAKE OUT (RESTAURANT),,"93 LIHIWAI STREET
HILO, HAWAII 96720
(19.724331948210025, -155.07010209465022)"
T & T PAREL MINIMART & SNACK SHOPPE,42-1027 HAWAII BELT ROAD,PAAUILO,(808)776-1113,,THOMAS PAREL TEONILA A. PAREL,P.O. BOX 350,96776,TAKE OUT (RESTAURANT),,"42-1027 HAWAII BELT ROAD
PAAUILO, HAWAII 96776
(20.030206387945384, -155.34876789837878)"
SIRIUS COFFEE CONNECTION,15-2874 OLD PAHOA ROAD,PAHOA,(808)968-7112,,NANCY LOBUE,P.O. BOX 434,96785,TAKE OUT (RESTAURANT),,"15-2874 OLD PAHOA ROAD
PAHOA, HAWAII 96785
(19.429240000325933, -155.23263999973605)"
PRINCE KUHIO STADIUM CINEMAS,"111 E. PUAINAKO STREET, SUITE 400",HILO,(808)959-4595,,WALLACE THEATER CORPORATION II,"919 S.W. TAYLOR STREET, SUITE 800",97205,TAKE OUT (RESTAURANT),,"111 E. PUAINAKO STREET, SUITE 400
HILO, OREGON 97205
(45.5202500003374, -122.68740000010979)"
PIZZA HAWAII,"2100 KANOELEHUA AVENUE, SUITE B-11",HILO,(808)959-9932,,"MOON STORE, LLC",1170 MANONO STREET,96720,TAKE OUT (RESTAURANT),,"2100 KANOELEHUA AVENUE, SUITE B-11
HILO, HAWAII 96720
(19.690208701548215, -155.06603004558715)"
WIKI WIKI KITCHEN,1710 KAMEHAMEHA AVENUE,HILO,(808)969-1929,,SURE SAVE,1710 KAMEHAMEHA AVENUE,96720,TAKE OUT (RESTAURANT),,"1710 KAMEHAMEHA AVENUE
HILO, HAWAII 96720
(19.72253932850157, -155.06489689983025)"
PETE'S BELLY BUSTAZS,"82 PUUHONU PLACE, #104",HILO,(808)969-9505,,PETER & PATRICIA TSUE,"82 PUUHONU PLACE, #104",96720,TAKE OUT (RESTAURANT),,"82 PUUHONU PLACE, #104
HILO, HAWAII 96720
(19.716226087855887, -155.0978570522041)"
WILDBULL LEATHER WORKS,95-5587 MAMALAHOA HIGHWAY,NAALEHU,(808)238-0976,,RONALD O. SCHARF,P.O. BOX 47,96772,TAKE OUT (RESTAURANT),,"95-5587 MAMALAHOA HIGHWAY
NAALEHU, HAWAII 96772
(19.061159921713738, -155.58337403616227)"
COACH'S CORNER COFFEE BAR,45-3610 MAMANE STREET #4,HONOKAA,(808)775-9507,,JOYCELYN F. EMBERNATE,45-3610 MAMANE STREET #1,96727,SIT DOWN & TAKE OUT (RESTAURANT),,"45-3610 MAMANE STREET #4
HONOKAA, HAWAII 96727
(20.079336350406038, -155.46883638251063)"
Y'S LUNCH SHOP,263 KEAWE STREET,HILO,(808)935-3119,,YOSHI MIYAMOTO,263 KEAWE STREET,96720,TAKE OUT (RESTAURANT),,"263 KEAWE STREET
HILO, HAWAII 96720
(19.72377440812631, -155.08655071399576)"
AYUTHAYA 2 THAI RESTAURANT,804 KILAUEA AVENUE,HILO,(808)935-0296,,PHETLAVANH PHANPHONGSA,804 KILAUEA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"804 KILAUEA AVENUE
HILO, HAWAII 96720
(19.716253819312296, -155.07865161834607)"
DOWNTOWN SUBWAY,194 KILAUEA AVENUE,HILO,(808)935-9217,,"ONE HANDY SUBWAY, LTD.",1032 KUKUAU STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"194 KILAUEA AVENUE
HILO, HAWAII 96720
(19.721900809860756, -155.085239564133)"
AYUTTHAYA RESTAURANT,804 KILAUEA AVENUE,HILO,(808)933-2424,,AL OHANA GROUP LLC,804 KILAUEA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"804 KILAUEA AVENUE
HILO, HAWAII 96720
(19.716253819312296, -155.07865161834607)"
CHAM CHAM KOREAN BBQ HILO,"421 KALANIKOA STREET, #102",HILO,(808)961-4741,,"SUN KIM, LLC","421 KALANIKOA STREET, #102",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"421 KALANIKOA STREET, #102
HILO, HAWAII 96720
(19.71693103116129, -155.0656281657672)"
100% MOXIE,"318 KINOOLE STREET, SUITE 2",HILO,(808)936-7971,,G & S SATURNIO LLC,"318 KINOOLE STREET, SUITE 2",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"318 KINOOLE STREET, SUITE 2
HILO, HAWAII 96720
(19.72228751833336, -155.08723605903805)"
EAST SIDE HILO BAR & GRILL,"200 KANOELEHUA AVENUE, #106",HILO,(808)961-4983,,SUN KIM,745 W. KAWAILANI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"200 KANOELEHUA AVENUE, #106
HILO, HAWAII 96720
(19.71959854546577, -155.0643033472909)"
BEARS COFFEE,106 KEAWE STREET,HILO,(808)935-0708,,TERRY CHAFFIN,106 KEAWE STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"106 KEAWE STREET
HILO, HAWAII 96720
(19.725749952229876, -155.08793698024522)"
BLANE'S DRIVE INN-DOWNTOWN,217 WAIANUENUE AVENUE,HILO,(808)969-9494,,"BLANE AND SHANE, INC.",217 WAIANUENUE AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"217 WAIANUENUE AVENUE
HILO, HAWAII 96720
(19.724940518319784, -155.08948436411129)"
ENCORE BY KUHIO GRILLE,2100 KANOELEHUA AVENUE,HILO,(808)959-0744,,WAIPIO VALLEY TRADING CO.,214-A HOKULANI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"2100 KANOELEHUA AVENUE
HILO, HAWAII 96720
(19.690208701548215, -155.06603004558715)"
CHAM CHAM KOREAN BBQ,"421 KALANIKOA STREET, #102",HILO,(808)961-4741,,R & C TADAKI INC.,"421 KALANIKOA STREET, #102",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"421 KALANIKOA STREET, #102
HILO, HAWAII 96720
(19.71693103116129, -155.0656281657672)"
CANOES BAR & GRILL,"400 HUALANI STREET, BUILDING 22",HILO,(808)933-3333,,CANOES BAR & GRILL,"400 HUALANI STREET, BUILDING 22",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"400 HUALANI STREET, BUILDING 22
HILO, HAWAII 96720
(19.71404972854498, -155.0726670421634)"
C.C. JON'S SNACK-IN' SHOPPE,45-3390 MAMANE STREET,HONOKAA,(808)775-0414,,JONI RAPOZO,P.O. BOX 373,96727,SIT DOWN & TAKE OUT (RESTAURANT),,"45-3390 MAMANE STREET
HONOKAA, HAWAII 96727
(20.07717797753571, -155.4632246130478)"
ALOHA LUIGI,264 KEAWE STREET,HILO,(808)934-9112,,LOUIS LICHTENSTEIN,P.O. BOX 6962,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"264 KEAWE STREET
HILO, HAWAII 96720
(19.723696929254878, -155.08663686211594)"
ALOHA LUIGI HAWAII,264 KEAWE STREET,HILO,(808)934-9112,aiu64tl@hotmail.com,THOMAS K. AIU,264 KEAWE STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"264 KEAWE STREET
HILO, HAWAII 96720
(19.723696929254878, -155.08663686211594)"
1 PLUS 1 CAFÉ,"315 MAKAALA STREET, STE #110",HILO,(808)961-6288,,XIONG CHANG LIN & KAM F. LAM,"315 MAKAALA STREET, STE #110",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"315 MAKAALA STREET, STE #110
HILO, HAWAII 96720
(19.699337683604423, -155.06398642620778)"
HILO LANES DINER,777 KINOOLE STREET,HILO,(808)933-9280,,RAYMOND KAWAMOTO,417 HOOPUNI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"777 KINOOLE STREET
HILO, HAWAII 96720
(19.71684662005606, -155.0836927302426)"
LING'S CHOP SUEY HOUSE,2100 KANOELEHUA AVENUE,HILO,(808)981-1689,,W. CHENG ENTERPRISE CORP.,2100 KANOELEHUA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"2100 KANOELEHUA AVENUE
HILO, HAWAII 96720
(19.690208701548215, -155.06603004558715)"
"KIAWE KITCHEN, L.L.C.",19-4005 HAUNANI ROAD,VOLCANO,(808)967-7711,,"KIAWE KITCHEN, L.L.C.",P.O. BOX 216,96785,SIT DOWN & TAKE OUT (RESTAURANT),,"19-4005 HAUNANI ROAD
VOLCANO, HAWAII 96785
(19.442542653462716, -155.24326415171018)"
HAPPY VALLEY SEAFOOD RESTAURANT,"1263 KILAUEA AVENUE, #320",HILO,(808)933-1083,,DE FENG LIU,"1263 KILAUEA AVENUE, #320",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"1263 KILAUEA AVENUE, #320
HILO, HAWAII 96720
(19.710074725175446, -155.07628231672118)"
JIMMY'S DRIVE INN,362 KINOOLE STREET,HILO,(808)935-5571,,TAE HUI GABONIA,362 KINOOLE STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"362 KINOOLE STREET
HILO, HAWAII 96720
(19.721711952234614, -155.08686733700603)"
HILO BURGER JOINT,776 KILAUEA AVENUE,HILO,(808)935-8880,,RHONDA NICHOLS,776 KILAUEA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"776 KILAUEA AVENUE
HILO, HAWAII 96720
(19.716511103625788, -155.07894492246345)"
"LUQUIN'S MEXICAN RESTAURANT, INC.",PAHOA GOVERNMENT ROAD,PAHOA,(808)965-9990,,"LUQUIN'S MEXICAN RESTAURANT, INC.",P.O. BOX 873,96778,SIT DOWN & TAKE OUT (RESTAURANT),,"PAHOA GOVERNMENT ROAD
PAHOA, HAWAII 96778
(19.5067600003739, -154.91721000014124)"
HILO  L & L DRIVE-INN,348 KINOOLE STREET,HILO,(808)934-0888,,"HILO L & L, INC.",348 KINOOLE STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"348 KINOOLE STREET
HILO, HAWAII 96720
(19.721873830199854, -155.08697525564955)"
HILO LEMONGRASS,"16-586 OLD VOLCANO ROAD, #103",KEAAU,(808)982-8558,,FA YE,"16-586 OLD VOLCANO ROAD, #103",96749,SIT DOWN & TAKE OUT (RESTAURANT),,"16-586 OLD VOLCANO ROAD, #103
KEAAU, HAWAII 96749
(19.6215332414914, -155.04002559043963)"
K'S DRIVE IN,194 HUALALAI STREET,HILO,(808)935-5573,,"THOMAS T. KADOTA, LTD.",194 HUALALAI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"194 HUALALAI STREET
HILO, HAWAII 96720
(19.716729708192304, -155.08279340821332)"
KUHIO GRILLE,111 E. PUAINAKO STREET,HILO,(808)959-2336,,"WAIPIO VALLEY TRADING CO., INC.",214 A HOKULANI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"111 E. PUAINAKO STREET
HILO, HAWAII 96720
(19.69531787892684, -155.0638680989685)"
KEN'S HOUSE OF PANCAKES,1730 KAMEHAMEHA AVENUE,HILO,(808)935-8711,,LEE C. CORPORATION,1730 KAMEHAMEHA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"1730 KAMEHAMEHA AVENUE
HILO, HAWAII 96720
(19.72253932850157, -155.06458213711997)"
GREEN ONION COCKTAIL LOUNGE,1235E KILAUEA AVENUE,HILO,(808)961-2466,,"GREEN ONION, INC.",624C KAUMANA DRIVE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"1235E KILAUEA AVENUE
HILO, HAWAII 96720
(19.710693168488714, -155.0764847200545)"
KOA SHOP KAFFEE,17-4003 AHUAHU PLACE,MOUNTAIN VIEW,(808)968-6607,,"DANIEL DE LUZ, MARY LOUISE DE LUZ",P.O. BOX 407,96760,SIT DOWN & TAKE OUT (RESTAURANT),,"17-4003 AHUAHU PLACE
MOUNTAIN VIEW, HAWAII 96760
(19.569447739453835, -155.08166026245638)"
KOW'S RESTAURANT,87 W. KAWAILANI STREET,HILO,(808)959-3766,,"KOW'S DELI, INC.",87 W. KAWAILANI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"87 W. KAWAILANI STREET
HILO, HAWAII 96720
(19.684500031871757, -155.07018176978207)"
MC DONALD'S OF HILO,255 KINOOLE STREET,HILO,(808)935-9092,,"HAWAII FIVE STARS, INC.",255 KINOOLE STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"255 KINOOLE STREET
HILO, HAWAII 96720
(19.72295426602571, -155.08755212839708)"
FULL MOON CAFÉ,51 KALAKAUA STREET,HILO,(808)961-0599,,PB HAWAII ENTERPRISES LLC,51 KALAKAUA STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"51 KALAKAUA STREET
HILO, HAWAII 96720
(19.725453131876463, -155.08722706581776)"
MAONA,330 KAMEHAMEHA AVENUE,HILO,(808)969-3936,,ERIN VERA/JIM MANOHA,54 HILUHILU ST.,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"330 KAMEHAMEHA AVENUE
HILO, HAWAII 96720
(19.723798379342554, -155.08478990311835)"
H,7,KEA,,,R,7,,INSTITUTIONAL KITCHEN-SCHOOL,,"7
KEA, HAWAII
"
PUKA PUKA KITCHEN,270 KAMEHAMEHA AVENUE,HILO,(808)933-2121,,RANDALL ISHIMINE,270 KAMEHAMEHA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"270 KAMEHAMEHA AVENUE
HILO, HAWAII 96720
(19.724245729997346, -155.0855704219609)"
TEX DRIVE IN,45-690 PAKALANA STREET,HONOKAA,(808)775-0598,,"COASTAL ISLAND, INC.",45-690 PAKALANA STREET,96727,SIT DOWN & TAKE OUT (RESTAURANT),,"45-690 PAKALANA STREET
HONOKAA, HAWAII 96727
(20.071449296209096, -155.46412393507708)"
OCEAN SUSHI,250 KEAWE STREET,HILO,(808)961-6625,,"ALEX IDOMOTO, INC.",250 KEAWE STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"250 KEAWE STREET
HILO, HAWAII 96720
(19.723852338664358, -155.08670545904076)"
MORNING DEW RESTAURANT & LOUNGE,304 KUAWA STREET,HILO,(808)756-2514,,HK MIYAGI LLC,P.O. BOX 591,96783,SIT DOWN & TAKE OUT (RESTAURANT),,"304 KUAWA STREET
HILO, HAWAII 96783
(19.83156999995572, -155.10398000027664)"
ROYAL SIAM RESTAURANT,70 MAMO STREET,HILO,(808)961-6100,,PONGSAN SUWANASAN,70 MAMO STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"70 MAMO STREET
HILO, HAWAII 96720
(19.723026874705678, -155.08549691153686)"
"NORI'S SAIMIN & SNACKS, INC.","688 KINOOLE STREET., #124",HILO,(808)935-9133,,"NORI'S SAIMIN & SNACKS, INC.","688 KINOOLE STREET., #124",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"688 KINOOLE STREET., #124
HILO, HAWAII 96720
(19.718285535302982, -155.08469097769512)"
TRATTORIA TOSCANA,400 HUALANI STREET,HILO,(808)965-7033,,PAOLO BUCCHIONI,P.O. BOX 441,96749,SIT DOWN & TAKE OUT (RESTAURANT),,"400 HUALANI STREET
HILO, HAWAII 96749
(19.71404972854498, -155.0726670421634)"
SOMBAT'S FRESH THAI CUISINE,88 KANOELEHUA AVENUE,HILO,(808)969-9336,,SOMBAT SAENGUTHAI,88 KANOELEHUA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"88 KANOELEHUA AVENUE
HILO, HAWAII 96720
(19.721640006472228, -155.0643033472909)"
NEW CHIANG MAI THAI CUISINE,110 KALAKAUA STREET,HILO,(808)969-3777,,SAITHONG DUNN/DENIS DUNN,110 KALAKAUA STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"110 KALAKAUA STREET
HILO, HAWAII 96720
(19.725183335267673, -155.08785659123828)"
SUNLIGHT CAFÉ,"1263 KILAUEA AVENUE, #280B",HILO,(808)938-0837,,YIN PING CHOW LAU,"1263 KILAUEA AVENUE, #280B",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"1263 KILAUEA AVENUE, #280B
HILO, HAWAII 96720
(19.710074725175446, -155.07628231672118)"
SUNRISE RESTAURANT AND LUNCH SHOP,399 E. KAWILI STREET,HILO,(808)854-9863,,REYNOLD FRASCO,399 E. KAWILI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"399 E. KAWILI STREET
HILO, HAWAII 96720
(19.705874891298606, -155.06541850660724)"
MICHELLE'S HALE,684 KILAUEA AVENUE,HILO,(808)969-8061,,MIYOUNG LEE KIMURA,684 KILAUEA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"684 KILAUEA AVENUE
HILO, HAWAII 96720
(19.71737722005338, -155.07986161839779)"
SODEXHO CAMPUS SERVICES-CAMPUS CENTER,299 W. KAWILI STREET,HILO,(808)974-7303,,"SODEXHO MANAGEMENT, INC.",200 W. KAWILI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"299 W. KAWILI STREET
HILO, HAWAII 96720
(19.69795142917339, -155.0812665416713)"
MCDONALD'S OF HILO,117 ULULANI STREET,HILO,(808)935-9092,,HAWAII FIVE STARS. INC.,177 ULULANI STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"117 ULULANI STREET
HILO, HAWAII 96720
(19.723531034406076, -155.0892014952262)"
YEN'S CAFÉ,"235 WAIANUENUE AVENUE, #101",HILO,(808)933-2808,,THANG LE,"235 WAIANUENUE AVENUE, #101",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"235 WAIANUENUE AVENUE, #101
HILO, HAWAII 96720
(19.724760653913904, -155.0897631539404)"
PESCATORE RESTAURANT,235 KEAWE STREET,HILO,(808)969-9090,,"PESCATORE, INC.",235 KEAWE STREET,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"235 KEAWE STREET
HILO, HAWAII 96720
(19.723915291206367, -155.08667847937988)"
THE PHO CAFÉ,15-2929 PAHOA VILLAGE ROAD,PAHOA,(808)430-2308,,LE LAM SCHUMAKER,17-159 MEAULU STREET,96749,SIT DOWN & TAKE OUT (RESTAURANT),,"15-2929 PAHOA VILLAGE ROAD
PAHOA, HAWAII 96749
(19.493962983670322, -154.94565882914927)"
SEOUL STATION,"417 KALANIKOA STREET, #3",HILO,(808)933-9301,,MYONG CHING,"417 KALANIKOA STREET, #3",96720,SIT DOWN & TAKE OUT (RESTAURANT),,"417 KALANIKOA STREET, #3
HILO, HAWAII 96720
(19.716720714971984, -155.06566132355513)"
KEAAU  MIDDLE SCHOOL,16-565 KEAAU-PAHOA RD.,KEAAU,(808)982-4200,,DEPARTMENT OF EDUCATION,16-565 KEAAU-PAHOA RD.,96749,SCHOOLS (INSTITUTIONAL KITCHENS),,"16-565 KEAAU-PAHOA RD.
KEAAU, HAWAII 96749
(19.621334347871585, -155.03849615083516)"
KAMEHAMEHA SCHOOLS HAWAII CAMPUS/FOOD SERVICE DEPARTMENT,16-714 VOLCANO ROAD,KEAAU,(808)982-6885,,KAMEHAMEHA SCHOOL,16-714 VOLCANO ROAD,96749,SCHOOLS (INSTITUTIONAL KITCHENS),,"16-714 VOLCANO ROAD
KEAAU, HAWAII 96749
(19.61860980615123, -155.04278921757123)"
HONOKAA HIGH & INTERMEDIATE SCHOOL,45-527 PAKALANA STREET,HONOKAA,(808)775-8800,,DEPARTMENT OF EDUCATION,45-527 PAKALANA STREET,96727,SCHOOLS (INSTITUTIONAL KITCHENS),,"45-527 PAKALANA STREET
HONOKAA, HAWAII 96727
(20.0754962453409, -155.46404299609446)"
KALANIANAOLE ELEMENTARY & INTERMEDIATE SCHOOL,27-330 OLD MAMALAHOA HWY,PAPAIKOU,(808)964-1311,,DEPARTMENT OF EDUCATION,27-330 OLD MAMALAHOA HWY,96781,SCHOOLS (INSTITUTIONAL KITCHENS),,"27-330 OLD MAMALAHOA HWY
PAPAIKOU, HAWAII 96781
(19.7900960536328, -155.094736980649)"
MED. CORP. FOOD SERVICES,HC1 STAINBACK HWY,HILO,(808)459-1254,,"TOMAS G. MEDEIROS, JR.",P.O. BOX 2307,93447,SCHOOLS (INSTITUTIONAL KITCHENS),,"HC1 STAINBACK HWY
HILO, CALIFORNIA 93447
(35.6204699996909, -120.68954000027065)"
MALAMALAMA KINDERHALE AND PRESCHOOL,15-1834 MAKU'U DRIVE,KEAAU,(808)982-7701,,"MALAMALAMA WALDORF SCHOOL, INC.",HC 3  BOX 13068,96749,SCHOOLS (INSTITUTIONAL KITCHENS),,"15-1834 MAKU'U DRIVE
KEAAU, HAWAII 96749
(19.556857231043637, -154.96927198845478)"
CHIEFESS KAPIOLANI ELEMENTARY SCHOOL CAFETERIA,966 KILAUEA AVENUE,HILO,(808)974-4006,,DEPARTMENT OF EDUCATION,966 KILAUEA AVENUE,96720,SCHOOLS (INSTITUTIONAL KITCHENS),,"966 KILAUEA AVENUE
HILO, HAWAII 96720
(19.713824898037615, -155.0775323743419)"
KEONEPOKO ELEMENTARY SCHOOL,15-890 KAHAKAI BOULEVARD,PAHOA,(808)965-2164,,DEPARTMENT OF EDUCATION,15-890 KAHAKAI BOULEVARD,96778,SCHOOLS (INSTITUTIONAL KITCHENS),,"15-890 KAHAKAI BOULEVARD
PAHOA, HAWAII 96778
(19.526100417641544, -154.92910826662623)"
MOUNTAIN VIEW ELEMENTARY SCHOOL,18-1235 VOLCANO  HIGHWAY,MOUNTAIN VIEW,(808)968-2307,,DEPARTMENT OF EDUCATION,P.O. BOX 9,96771,SCHOOLS (INSTITUTIONAL KITCHENS),,"18-1235 VOLCANO HIGHWAY
MOUNTAIN VIEW, HAWAII 96771
(19.55458876194194, -155.10331129596986)"
HILO HIGH SCHOOL CAFETERIA,556 WAIANUENUE AVENUE,HILO,(808)974-4021,,DEPARTMENT OF EDUCATION,556 WAIANUENUE AVENUE,96720,SCHOOLS (INSTITUTIONAL KITCHENS),,"556 WAIANUENUE AVENUE
HILO, HAWAII 96720
(19.721183830328435, -155.09570542126093)"
KAMEHAMEHA SCHOOLS-KEAWE DINING HALL,16-720 VOLCANO ROAD,KEAAU,(808)982-0022,,KAMEHAMEHA SCHOOLS,16-714 VOLCANO ROAD,96749,SCHOOLS (INSTITUTIONAL KITCHENS),,"16-720 VOLCANO ROAD
KEAAU, HAWAII 96749
(19.618491606751387, -155.04290491392496)"
KE KULA O NAWAHIOKALANI OPUU,16-120 OPUKAHAIA STREET,KEAAU,(808)982-4260,,KE KULA O NAWAHIOKALANI OPUU  ATTN:  NOE YOUNG,16-120 OPUKAHAIA STREET,96749,SCHOOLS (INSTITUTIONAL KITCHENS),,"16-120 OPUKAHAIA STREET
KEAAU, HAWAII 96749
(19.604782101984995, -155.02815060171304)"
KAU HIGH & PAHALA ELEMENTARY SCHOOL,PAHALA,PAHALA,(808)928-2023,,DEPARTMENT OF EDUCATION,P.O. BOX 100,96777,SCHOOLS (INSTITUTIONAL KITCHENS),,"PAHALA
PAHALA, HAWAII 96777
(19.20175000016252, -155.4772400002257)"
KAUMANA ELEMENTARY SCHOOL CAFETERIA,1710 KAUMANA DRIVE,HILO,(808)974-4190,,DEPARTMENT OF EDUCATION,1710 KAUMANA DRIVE,96720,SCHOOLS (INSTITUTIONAL KITCHENS),,"1710 KAUMANA DRIVE
HILO, HAWAII 96720
(19.686089806654024, -155.13461234354156)"
KEAUKAHA SCHOOL CAFETERIA,240 DESHA AVENUE,HILO,(808)974-4187,,DEPARTMENT OF EDUCATION,240 DESHA AVENUE,96720,SCHOOLS (INSTITUTIONAL KITCHENS),,"240 DESHA AVENUE
HILO, HAWAII 96720
(19.72882558948635, -155.0452826863712)"
HAWAII COMMUNITY COLLEGE FOOD SERVICE,200 W. KAWILI STREET,HILO,(808)974-7431,,HAWAII COMMUNITY COLLEGE FOOD,200 W. KAWILI STREET,96720,SCHOOLS (INSTITUTIONAL KITCHENS),,"200 W. KAWILI STREET
HILO, HAWAII 96720
(19.699031050655663, -155.08052711669947)"
KEAAU ELEMENTARY HEAD START,"16-680 KEAAU-PAHOA ROAD, D-111",KEAAU,(808)872-5996,,PARENTS AND CHILDREN TOGETHER(PACT),"1485 LINAPUNI STREET, SUITE 110",96819,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"16-680 KEAAU-PAHOA ROAD, D-111
KEAAU, HAWAII 96819
(19.613181769738674, -155.0345178016805)"
KALEIDOSCOPE KIDS,15-1381 26TH AVENUE,KEAAU,(808)982-8363,,HEIDI HANZA,HCR-1 BOX 5088,96749,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"15-1381 26TH AVENUE
KEAAU, HAWAII 96749
(19.5839987698879, -155.00098208320787)"
KAMEHAMEHA PRESCHOOL PIIHONUA,1350 WAIANUENUE AVENUE,HILO,(808)935-2165,,KAMEHAMEHA SCHOOLS,"101 AUPUNI STRET, SUITE 227",96720,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"1350 WAIANUENUE AVENUE
HILO, HAWAII 96720
(19.717143396325753, -155.11645503177002)"
HAWAIIAN BEACHES HEAD START CENTER,15-360 N. PUNI MAKI LOOP,PAHOA,(808)847-3285,,PARENTS AND CHILDREN TOGETHER,15-360 N. PUNI MAKI LOOP,96778,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"15-360 N. PUNI MAKI LOOP
PAHOA, HAWAII 96778
(19.54952818249843, -154.90109483103808)"
